3,4700
1,4600
8,5400
3,3800
10,6800
6,7600
9,4700
6,5200
1,3700
1,3300
5,3800
5,4200
2,4500
9,4800
10,5100
6,4300
5,6300
5,4400
8,4600
5,9600
6,5900
2,4000
3,4400
8,5500
6,4700
8,4300
1,2900
7,4500
5,6900
8,4800
5,26500
1,4300
7,5500
3,4400
6,5100
10,5800
6,4100
9,5500
5,8200
9,7400
1,3000
6,9000
7,5600
8,7400
2,5400
10,10600
2,5400
4,5100
7,6100
1,3700
7,11900
10,7800
6,7500
7,6800
3,5100
1,4800
6,5600
2,4500
2,4100
8,5900
8,9500
2,5100
6,5100
6,4900
8,5300
4,5100
2,4800
1,3000
5,4000
7,5100
7,5100
4,4200
6,5400
7,11200
6,4500
2,4100
1,3900
4,4000
6,5300
4,5000
2,3100
5,3800
4,3800
7,4700
7,6500
10,12000
2,7500
7,4300
3,4300
6,4200
3,4500
2,3600
2,3300
3,3700
8,3900
8,5500
5,6100
9,9800
10,5000
2,3800
9,5500
4,3900
3,3500
1,3300
7,4500
2,3800
9,5000
9,5100
4,9100
6,10700
2,5200
7,5400
4,3600
4,4100
5,4100
10,4600
10,5200
1,3000
4,3400
8,4000
5,4100
5,17900
1,7400
2,6800
8,5500
4,4400
6,4900
8,4200
3,5200
6,5200
7,4400
10,4900
7,5700
2,5700
10,7300
1,3700
2,3200
4,5200
9,5600
7,4600
1,3600
2,4100
10,21000
2,3800
9,7400
10,7400
10,30300
7,5900
10,5800
9,4700
8,6300
6,5600
10,6500
9,5800
2,3100
7,4900
10,5600
9,8100
8,11100
8,6400
7,5900
2,5000
5,4900
3,4400
9,5700
7,5000
1,3000
7,4300
8,6300
10,7000
2,9300
2,6200
6,6000
9,5300
10,6200
10,6000
7,5300
2,3100
10,5600
2,3700
2,4400
3,9400
6,5800
8,6800
1,4300
10,6200
3,4400
10,5600
6,5200
1,3100
6,4900
1,3100
2,25100
9,11000
9,10400
4,4800
10,6000
10,4400
10,6400
10,4400
2,3600
2,9100
8,26400
8,6100
1,3600
3,3900
9,5700
1,2800
9,4700
10,6800
6,10000
7,5800
1,3200
3,4300
3,4200
8,4700
6,4600
5,4100
3,5400
1,3500
6,21500
5,28600
8,6200
3,4300
2,4000
2,3300
9,4900
9,5600
3,4200
8,5500
1,6800
7,8500
4,4200
3,4800
2,3300
9,4100
9,5700
2,3200
6,4500
7,7500
8,7500
7,11600
4,5300
6,5300
10,6300
6,5200
6,4900
8,18500
9,24600
4,4700
3,3400
8,7900
9,5400
4,4700
3,3700
3,5300
8,4900
9,6300
3,9300
2,7900
4,4700
2,5300
9,5600
3,3600
10,5900
1,2900
10,5100
4,3500
3,5500
8,7900
3,11700
2,9900
9,6200
3,3600
9,6600
4,4700
3,3400
2,3800
8,4400
8,7500
4,5200
6,10500
9,6300
7,4600
1,2900
9,6300
4,4600
10,5600
4,4700
2,4300
1,3000
6,6000
1,5300
4,10000
2,5500
1,3500
6,4100
4,3600
3,4600
6,5100
8,4700
10,5700
7,4300
8,6000
2,6200
8,11000
9,7100
3,4400
3,3900
3,4400
7,5300
2,3400
7,4800
7,5200
1,4400
10,6100
6,9100
4,11100
8,5800
9,5000
3,4100
5,4200
6,4200
10,6900
6,5900
4,4500
9,7400
9,11400
9,4800
9,5900
1,3300
1,3900
2,4200
3,3700
1,2600
9,5500
8,11200
5,9200
9,6700
3,4000
8,5700
3,4300
7,4200
3,4500
8,4800
6,3800
2,5700
7,6600
6,7300
2,7100
4,4900
4,3900
4,5000
5,4700
8,6600
1,3200
5,4100
6,5800
1,3600
5,11400
8,8900
10,5700
7,5200
2,3600
1,3200
2,4600
8,4700
1,3500
8,12700
1,3900
10,6700
7,48100
9,8100
4,4400
9,5400
5,4000
6,5200
6,5000
2,5700
9,5600
1,3000
8,7100
3,3900
2,5700
4,9500
9,7300
4,4000
10,6600
8,4300
4,5100
3,3800
8,5700
6,5300
6,6400
7,5200
8,11900
5,5400
3,4400
2,3700
4,5300
1,3700
8,5900
5,3700
9,5700
5,7300
7,4400
8,8500
5,10600
8,7700
10,5400
10,6000
10,5300
8,7800
10,5300
7,4400
1,3600
7,5200
9,6100
8,8600
9,8800
7,9000
3,4700
1,3200
4,4100
4,4400
4,4600
7,4500
4,4800
4,4500
6,6800
7,5100
2,7900
2,3500
2,4200
8,4000
10,6700
6,4500
10,5300
4,5900
4,5200
1,4800
8,19700
3,5200
6,4900
8,5900
6,4700
8,4700
3,3900
9,5000
6,5900
2,3300
4,4100
6,6400
3,5400
10,9600
7,4900
3,4000
8,5000
8,4800
10,5800
10,5000
6,3800
5,4400
7,3800
8,7600
6,10500
5,5200
9,5000
3,4500
4,4800
6,5300
7,4500
3,4700
8,5600
7,4300
5,6200
1,28400
2,4700
7,4000
7,4500
9,5200
7,7100
10,5300
1,3800
2,7600
8,9700
8,10900
10,5200
3,4700
2,3600
4,5000
2,3200
3,4000
5,5800
4,10500
2,3900
5,4700
6,5200
9,4900
4,4500
7,7800
7,5400
3,4200
2,4100
8,7400
9,22200
10,10900
3,5000
1,3600
3,3800
4,4700
9,7200
6,6100
1,2800
8,6700
2,14400
1,8600
2,3700
4,3400
10,4900
6,5100
8,7000
8,5300
3,4100
3,4000
2,5400
2,10100
7,7600
4,4100
10,6900
2,3700
5,4800
2,4100
8,6600
3,10300
10,6000
8,5500
4,4200
6,5500
6,5000
5,7200
5,5000
7,5000
1,4900
4,9100
3,4500
3,3700
4,4100
3,4200
2,4600
1,4200
4,4800
4,6200
3,4800
2,9700
8,7300
9,6300
2,3900
7,5400
3,5900
3,6000
2,3500
9,5100
10,6600
7,4400
8,6600
1,27500
3,4600
3,4300
7,4400
9,6100
7,4600
4,4300
9,5800
10,6500
2,5400
3,28000
3,10400
4,4300
3,5100
2,3900
9,4000
4,4700
5,4300
2,3600
3,4300
9,11500
7,9500
10,5800
1,4000
5,4900
9,6100
10,6200
5,4000
3,3500
3,6100
4,4000
3,5300
9,11600
2,5300
4,4000
4,5000
1,3100
7,5700
3,4100
7,4100
5,3600
8,4800
10,4200
9,7000
2,11100
5,10300
6,4600
1,3000
6,4600
2,4700
2,4200
1,3800
3,8700
4,10400
5,5200
9,6300
6,5200
9,5900
5,4400
7,8300
1,3300
1,3000
1,4500
2,9900
3,6800
10,4800
6,5800
8,6000
10,6100
6,4800
3,3700
7,6700
2,5400
1,6000
4,8800
10,15600
7,4800
6,5200
4,4200
4,3800
4,3800
2,3200
5,4100
8,4800
2,4300
10,7800
10,6800
1,4100
9,6000
4,4000
3,5900
10,9000
8,29800
10,11300
4,6800
9,7500
1,5000
1,5200
6,6400
10,7900
4,5900
7,344100
7,11300
3,5900
8,6800
8,6100
5,5600
9,6600
3,5800
5,7000
2,9300
6,10500
1,5900
2,5900
5,7100
5,5800
8,5300
8,5900
4,5700
2,11900
9,5200
6,4600
4,4500
3,4100
8,4600
7,4500
8,4700
6,4300
2,3700
9,5000
3,3400
8,5100
9,11300
7,9700
10,5500
10,5600
8,5500
7,4500
7,4600
7,4400
8,5000
7,4100
10,4900
10,5200
8,4900
7,9300
9,12800
5,4600
2,3400
9,5100
5,4100
4,3900
6,5400
9,5000
8,7100
7,6600
10,10700
7,9600
10,6300
2,6800
7,6900
1,5200
3,5000
10,9300
5,10800
7,11200
8,9200
9,9100
7,7800
6,6900
9,5000
3,3600
2,4300
4,8500
10,10600
5,4700
10,5300
3,3900
4,3800
5,4000
3,3700
1,3200
9,4700
6,4400
2,3200
8,6600
7,26400
8,12200
7,4700
7,5100
7,4500
5,5100
6,4300
10,4900
2,3300
1,4900
6,4300
9,5700
2,7500
2,8500
3,4500
1,3700
5,4100
10,5600
10,5200
4,3800
2,3200
10,5100
2,3100
1,3200
9,5100
6,7300
6,11500
6,11100
5,4100
8,7000
1,3200
1,3400
10,4400
10,4800
9,4000
5,4200
4,6300
3,7600
7,11200
6,9800
9,7600
4,8200
5,7800
2,4300
5,5900
2,9700
6,6700
9,8800
9,7500
3,5900
7,4700
2,4300
6,4300
7,4800
4,4900
1,7900
9,10800
7,5100
7,4200
7,4700
3,3800
4,4100
5,4300
10,5200
3,3700
7,5400
2,3300
5,4800
3,9400
1,7400
9,6300
8,6000
9,7100
7,4800
5,4100
1,3900
2,3300
8,5000
9,4800
5,4100
8,6900
2,9300
8,10100
4,4500
7,6900
7,6300
7,5100
5,4100
6,4700
8,4500
8,4500
6,3900
8,6800
10,8200
6,9500
2,3500
3,5300
2,4300
9,6100
8,6300
3,7000
7,8300
10,12100
1,5800
8,6800
1,5400
7,7900
5,5900
2,5100
6,33600
4,10100
5,6000
3,6100
8,6100
1,4400
6,5400
7,5800
2,4600
2,9700
10,11600
2,4400
6,5900
5,5000
4,4900
8,6500
10,5500
10,5000
4,4000
3,9600
10,26000
9,6000
3,3600
2,3400
9,4800
1,3000
10,5500
6,4200
8,4500
1,3200
1,3000
4,3800
3,3500
9,11000
9,10600
3,4800
6,4600
2,3200
3,3800
1,2900
6,4200
6,6500
5,5100
8,6400
5,5600
7,10500
10,11100
9,5300
7,5000
8,4800
6,4100
1,2900
1,3100
9,5700
1,3200
3,4000
10,5200
3,4900
10,10600
6,8800
8,5000
3,4800
2,4900
9,6300
5,5600
9,6300
1,4200
8,6400
8,270000
9,6900
10,7100
9,6500
5,6200
5,4600
1,4700
9,8700
3,4800
10,10800
3,11900
6,4400
10,5400
7,5000
7,4900
7,4400
6,4100
1,3400
2,3700
2,3400
6,4500
2,7600
3,3800
3,3700
2,3300
3,3500
2,5400
3,3600
4,4300
3,3500
7,4700
4,3800
10,10700
3,24200
7,5700
8,4800
3,4300
5,4200
4,4000
4,4100
3,3700
9,4900
9,5000
6,4600
9,7200
7,10800
7,14400
7,7300
5,6400
9,6100
4,6900
1,5800
2,3900
7,10700
10,21200
2,3400
7,4000
8,4600
3,3900
3,3300
7,4800
2,3600
10,5500
9,5000
3,3800
8,5700
5,7300
3,5200
5,5600
5,5400
7,6300
34,10400
49,13900
17,10600
47,13700
22,8400
44,12500
45,13100
40,16600
33,291000
17,10800
14,6900
34,11500
27,9400
34,10600
46,15300
44,13400
27,9900
47,13600
24,9500
39,10600
33,10000
22,10500
24,15100
49,14500
45,16500
24,10200
30,10500
20,8600
13,6000
12,6300
44,22100
10,8100
13,6700
41,12100
12,6200
16,6100
19,8300
37,19800
19,14400
39,8100
25,9100
24,8300
36,10800
18,6900
25,7800
25,6300
18,6900
16,23400
16,11800
19,8000
17,7800
31,7000
